,level1,level2,level3,info1,info2
3918,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01004 Lipid biosynthesis proteins [BR:ncr01004],D      NCU04380 acyl-CoA synthetase,K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
3919,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01004 Lipid biosynthesis proteins [BR:ncr01004],D      NCU01654 long-chain-fatty-acid-CoA ligase 1,K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
3920,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01004 Lipid biosynthesis proteins [BR:ncr01004],D      NCU03929 acyl-CoA synthetase,K01897 ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
3921,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01004 Lipid biosynthesis proteins [BR:ncr01004],D      NCU05985 glycerol-3-phosphate O-acyltransferase,K13507 GAT; glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]
3922,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01004 Lipid biosynthesis proteins [BR:ncr01004],D      NCU00168 1-acylglycerol-3-phosphate O-acyltransferase,K13509 AGPAT1_2; lysophosphatidate acyltransferase [EC:2.3.1.51]
3923,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01004 Lipid biosynthesis proteins [BR:ncr01004],D      NCU07576 hypothetical protein,K13511 TAZ; monolysocardiolipin acyltransferase [EC:2.3.1.-]
3924,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01004 Lipid biosynthesis proteins [BR:ncr01004],D      NCU06194 MBOAT family protein,K13519 LPT1; lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-]
3925,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01008 Polyketide biosynthesis proteins [BR:ncr01008],D      NCU04801 csy; chalcone synthase,K16231 csyA; fungal type III polyketide synthase
3926,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU01175 fpp; farnesyl-pyrophosphate synthetase,K00787 FDPS; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
3927,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU01427 al-3; albino-3,"K00804 GGPS1; geranylgeranyl diphosphate synthase, type III [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
3928,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU02305 decaprenyl-diphosphate synthase subunit 1,K05355 hexPS; hexaprenyl diphosphate synthase [EC:2.5.1.82 2.5.1.83]
3929,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU03460 dehydrodolichyl diphosphate synthase,"K11778 DHDDS; ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]"
3930,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU06054 squalene synthetase,K00801 FDFT1; farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]
3931,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU10185 tRNA isopentenyltransferase,K00791 miaA; tRNA dimethylallyltransferase [EC:2.5.1.75]
3932,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU01553 para-hydroxybenzoate-polyprenyltransferase Coq2,K06125 COQ2; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]
3933,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU06141 protoheme IX farnesyltransferase,K02257 COX10; heme o synthase [EC:2.5.1.141]
3934,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU03632 farnesyltransferase/geranylgeranyltransferase type I alpha subunit,K05955 FNTA; protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [EC:2.5.1.58 2.5.1.59]
3935,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU05999 CaaX farnesyltransferase beta subunit Ram1,K05954 FNTB; protein farnesyltransferase subunit beta [EC:2.5.1.58]
3936,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU02228 geranylgeranyl transferase type I beta subunit,K11713 PGTB1; geranylgeranyl transferase type-1 subunit beta [EC:2.5.1.59]
3937,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU01571 hypothetical protein,K14050 RABGGTA; geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]
3938,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU07509 geranylgeranyltransferase beta subunit,K05956 RABGGTB; geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]
3939,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01006 Prenyltransferases [BR:ncr01006],D      NCU03191 rab protein geranylgeranyltransferase component A,K23460 CHM; Rab proteins geranylgeranyltransferase component A
3940,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU08894 glutamyl-tRNA synthetase,K01885 EARS; glutamyl-tRNA synthetase [EC:6.1.1.17]
3941,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU00466 glutamyl-tRNA synthetase,K01885 EARS; glutamyl-tRNA synthetase [EC:6.1.1.17]
3942,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU07926 glutaminyl-tRNA synthetase,K01886 QARS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
3943,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU03030 cyt-18; cytochrome-18,K01866 YARS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
3944,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU07755 tyrosyl-tRNA synthetase,K01866 YARS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
3945,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU06722 trp-5; tryptophan-5,K01867 WARS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
3946,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU16657 tryptophanyl-tRNA synthetase,K01867 WARS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
3947,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU05642 cysteinyl-tRNA synthetase,K01883 CARS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
3948,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU08195 arginyl-tRNA synthetase,K01887 RARS; arginyl-tRNA synthetase [EC:6.1.1.19]
3949,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU03759 methionine-tRNA synthetase,K01874 MARS; methionyl-tRNA synthetase [EC:6.1.1.10]
3950,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU07451 methionyl-tRNA synthetase,K01874 MARS; methionyl-tRNA synthetase [EC:6.1.1.10]
3951,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU03575 isoleucyl-tRNA synthetase,K01870 IARS; isoleucyl-tRNA synthetase [EC:6.1.1.5]
3952,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU00920 isoleucyl-tRNA synthetase,K01870 IARS; isoleucyl-tRNA synthetase [EC:6.1.1.5]
3953,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU01965 cyt-20; cytochrome-20,K01873 VARS; valyl-tRNA synthetase [EC:6.1.1.9]
3954,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU09463 leu-6; leucine-6,K01869 LARS; leucyl-tRNA synthetase [EC:6.1.1.4]
3955,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU03814 leu-5; leucine-5,K01869 LARS; leucyl-tRNA synthetase [EC:6.1.1.4]
3956,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU04020 lysyl-tRNA synthetase,"K04567 KARS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]"
3957,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU00931 lysyl-tRNA synthetase,"K04567 KARS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]"
3958,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU00915 aspartyl-tRNA synthetase,K22503 DARS1; aspartyl-tRNA synthetase [EC:6.1.1.12]
3959,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU02585 aspartyl-tRNA synthetase,K01876 DARS2; aspartyl-tRNA synthetase [EC:6.1.1.12]
3960,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU07082 aspartyl-tRNA synthetase,K24278 ERDS; ergosteryl-3beta-O-L-aspartate synthase [EC:6.1.1.12 2.3.2.37]
3961,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU06866 asparaginyl-tRNA synthetase,K01893 NARS; asparaginyl-tRNA synthetase [EC:6.1.1.22]
3962,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU06457 asparaginyl-tRNA synthetase,K01893 NARS; asparaginyl-tRNA synthetase [EC:6.1.1.22]
3963,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU06914 histidyl-tRNA synthetase,K01892 HARS; histidyl-tRNA synthetase [EC:6.1.1.21]
3964,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU00405 glycyl-tRNA synthetase 1,K01880 GARS; glycyl-tRNA synthetase [EC:6.1.1.14]
3965,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU01443 seryl-tRNA synthetase,K01875 SARS; seryl-tRNA synthetase [EC:6.1.1.11]
3966,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU09594 seryl-tRNA synthetase,K01875 SARS; seryl-tRNA synthetase [EC:6.1.1.11]
3967,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU04449 prolyl-tRNA synthetase,K01881 PARS; prolyl-tRNA synthetase [EC:6.1.1.15]
3968,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU09892 prolyl-tRNA synthetase,K01881 PARS; prolyl-tRNA synthetase [EC:6.1.1.15]
3969,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU03129 threonyl-tRNA synthetase,K01868 TARS; threonyl-tRNA synthetase [EC:6.1.1.3]
3970,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU02380 threonyl-tRNA synthetase,K01868 TARS; threonyl-tRNA synthetase [EC:6.1.1.3]
3971,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU02566 alanyl-tRNA synthetase,K01872 AARS; alanyl-tRNA synthetase [EC:6.1.1.7]
3972,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU05095 phenylalanyl-tRNA synthetase subunit alpha,K01889 FARSA; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
3973,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU01512 phenylalanyl-tRNA synthetase,K01889 FARSA; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
3974,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU08888 phenylalanyl-tRNA synthetase subunit beta,K01890 FARSB; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
3975,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU07941 aspartate aminotransferase,"K14454 GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
3976,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU08411 aspartate aminotransferase,"K14455 GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
3977,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU03973 ala; alanine,K00814 GPT; alanine transaminase [EC:2.6.1.2]
3978,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU09116 aromatic aminotransferase Aro8,K00838 ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]
3979,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU03347 nic-4; nicotinic acid-4,K14264 BNA3; kynurenine aminotransferase [EC:2.6.1.7]
3980,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU06360 histidinol-phosphate aminotransferase,K00817 hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
3981,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU06189 5-aminolevulinate synthase,K00643 E2.3.1.37; 5-aminolevulinate synthase [EC:2.3.1.37]
3982,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU06870 serine palmitoyl CoA transferase subunit LcbA,K00654 SPT; serine palmitoyltransferase [EC:2.3.1.50]
3983,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU00447 serine palmitoyltransferase 2,K00654 SPT; serine palmitoyltransferase [EC:2.3.1.50]
3984,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU00194 ota; ornithine transaminase,K00819 rocD; ornithine--oxo-acid transaminase [EC:2.6.1.13]
3985,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU05410 arg-5; arginine-5,K00818 E2.6.1.11; acetylornithine aminotransferase [EC:2.6.1.11]
3986,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU08998 4-aminobutyrate aminotransferase,K13524 ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]
3987,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],"D      NCU09304 glutamate-1-semialdehyde 2,1-aminomutase","K01845 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"
3988,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU04754 ilv-6; isoleucine-valine-6,K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
3989,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU00792 branched-chain-amino-acid aminotransferase,K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
3990,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU04292 branched-chain-amino-acid aminotransferase,K00826 E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
3991,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU01821 alanine-glyoxylate aminotransferase,K00830 AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
3992,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    01007 Amino acid related enzymes [BR:ncr01007],D      NCU01429 ser-7; serine-7,K00831 serC; phosphoserine aminotransferase [EC:2.6.1.52]
3993,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    00199 Cytochrome P450 [BR:ncr00199],D      NCU02624 cytochrome P450 51,K05917 CYP51; sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36]
3994,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    00199 Cytochrome P450 [BR:ncr00199],D      NCU01086 benzoate 4-monooxygenase,K07824 CYP53A1; benzoate 4-monooxygenase [EC:1.14.14.92]
3995,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    00199 Cytochrome P450 [BR:ncr00199],D      NCU06137 cytochrome P450 55A2,K15877 CYP55; fungal nitric oxide reductase [EC:1.7.1.14]
3996,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    00199 Cytochrome P450 [BR:ncr00199],D      NCU05278 cytochrome P450 61,K09831 ERG5; sterol 22-desaturase [EC:1.14.19.41]
3997,A09180 Brite Hierarchies,B  09181 Protein families: metabolism,C    00199 Cytochrome P450 [BR:ncr00199],D      NCU05185 bifunctional P-450:NADPH-P450 reductase,K14338 cypD_E; cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]
3998,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU03905 hypothetical protein,K09043 YAP; AP-1-like transcription factor
3999,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU01994 bZIP transcription factor,K09043 YAP; AP-1-like transcription factor
4000,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU04211 hypothetical protein,K09043 YAP; AP-1-like transcription factor
4001,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU01345 asl-1; ascospore lethal-1,K09051 SKO1; ATF/CREB family transcription factor
4002,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU01856 transcriptional activator hac1,K16230 HAC1; transcriptional activator HAC1
4003,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU09686 ccg-8; clock-controlled gene-8,K21642 OPI1; transcriptional repressor OPI1
4004,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU06971 xlr-1; xylan degradation regulator-1,K21451 XLNR; xylanolytic transcriptional activator XlnR
4005,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU08744 hypothetical protein,K21452 MBZ1; bZIP-type transcription factor MBZ1
4006,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU08999 hypothetical protein,K22484 CBF1; transcriptional regulator CBF1
4007,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU06701 cephalosporin C regulator 1,K09173 RFX1_2_3; regulatory factor X 1/2/3
4008,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU09068 nit-2; nitrate nonutilizer-2,"K09184 GATAF; GATA-binding protein, other eukaryote"
4009,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU15829 asd-4; GATA type zinc finger protein ASD4,"K09184 GATAF; GATA-binding protein, other eukaryote"
4010,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU07728 sre; siderophore regulation,"K09184 GATAF; GATA-binding protein, other eukaryote"
4011,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU06907 hypothetical protein,K09202 SWI5; regulatory protein SWI5
4012,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU08807 cre-1; carbon catabolite regulation,K09467 MIG; zinc-finger protein CreA/MIG
4013,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU00038 C2H2 transcription factor,K09191 GTF3A; general transcription factor IIIA
4014,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU03606 rpa-1; replication protein A-1,K07466 RFA1; replication factor A1
4015,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU02621 C2H2 transcription factor,K19487 SFP1; transcription factor SFP1
4016,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU07846 hypothetical protein,K21455 CON7; transcription factor CON7
4017,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU07952 C2H2 type zinc finger domain-containing protein,K21543 CRZ1; transcription factor CRZ1
4018,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU05064 C2H2 transcription factor,K21544 NSF1; C2H2 transcription facotor
4019,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU02671 msn-1; MSN1-like,K21545 MNL1; C2H2 transcription facotor
4020,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU05218 hat-4; histone acetyltransferase-4,K11304 TIP60; histone acetyltransferase HTATIP [EC:2.3.1.48]
4021,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU03274 hypothetical protein,K15263 LYER; cell growth-regulating nucleolar protein
4022,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU04073 hypothetical protein,K10643 CNOT4; CCR4-NOT transcription complex subunit 4 [EC:2.3.2.27]
4023,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU03178 hypothetical protein,K14960 CXXC1; COMPASS component SPP1
4024,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU02247 dim-2; defective in methylation-2,K00558 DNMT1; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
4025,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU02034 rid-1; RIP defective-1,K00558 DNMT1; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
4026,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU03352 aod-2; alternative oxidase-2,K27389 RDS2; transcription activator of gluconeogenesis
4027,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU03938 aod-5; alternative oxidase-5,K27389 RDS2; transcription activator of gluconeogenesis
4028,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU07392 adv-1; arrested development-1,K21547 PRO1; C6 transcription factor Pro1
4029,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU07932 hypothetical protein,K21632 WOR2; white-opaque regulator 2
4030,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU03273 NF-X1 finger transcription factor,K12236 NFX1; transcriptional repressor NF-X1
4031,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU08923 zinc knuckle domain-containing protein,K09250 CNBP; cellular nucleic acid-binding protein
4032,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU05800 zinc knuckle domain-containing protein,K09250 CNBP; cellular nucleic acid-binding protein
4033,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU04124 golgi membrane protein,K09313 CUTL; homeobox protein cut-like
4034,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU06173 hypothetical protein,K09413 HCM1; forkhead transcription factor HCM1
4035,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU00019 FKH1,K24664 FKH; forkhead protein FKH
4036,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU08512 hsf-1; heat-shock transcription factor-1,"K09419 HSFF; heat shock transcription factor, other eukaryote"
4037,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU01312 rca-1; regulator of conidiation in Aspergillus-1,K09425 K09425; Myb-like DNA-binding protein FlbD
4038,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU02612 hypothetical protein,K09448 TEAD; transcriptional enhancer factor
4039,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU07430 MADS box protein,K12412 MCM1; pheromone receptor transcription factor
4040,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU02558 MADS-box MEF2 type transcription factor,K09265 RLM1; transcription factor RLM1
4041,A09180 Brite Hierarchies,B  09182 Protein families: genetic information processing,C    03000 Transcription factors [BR:ncr03000],D      NCU04770 TATA-binding protein,K03120 TBP; transcription initiation factor TFIID TATA-box-binding protein
